City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Ust-Nera,64.5667,143.2,62.82,67,32,8.77,RU,1655933871
360,Nome,64.5011,-165.4064,44.67,93,100,13.8,US,1655933598
361,Riohacha,11.5444,-72.9072,87.91,70,40,8.05,CO,1655933585
362,Makakilo City,21.3469,-158.0858,82.72,56,75,16.11,US,1655933872
363,Bowen,-20.0167,148.2333,61.83,74,31,10.83,AU,1655933873
364,Houma,29.5958,-90.7195,95.0,58,0,4.61,US,1655933651
365,Sidi Ali,36.0998,0.4206,66.61,83,98,4.41,DZ,1655933873
366,Podgorica,42.4411,19.2636,76.78,65,0,1.14,ME,1655933645
367,Umluj,25.0213,37.2685,79.79,61,0,9.91,SA,1655933874
368,Ampanihy,-24.7,44.75,58.86,71,11,12.35,MG,1655935731
369,Souillac,-20.5167,57.5167,70.12,74,39,11.52,MU,1655935731
370,Shimoda,34.6667,138.95,71.1,92,88,7.63,JP,1655935732
371,Urusha,54.05,122.9,57.85,98,100,4.16,RU,1655935732
372,Qasigiannguit,68.8193,-51.1922,37.65,97,98,2.59,GL,1655935733
373,Mogadishu,2.0371,45.3438,77.81,76,65,18.41,SO,1655935733
374,Dunedin,-45.8742,170.5036,42.8,70,61,3.0,NZ,1655935734
375,Dobrinka,52.1653,40.4731,59.83,97,95,8.23,RU,1655935734
376,Princeton,25.5384,-80.4089,85.01,63,0,14.97,US,1655935735
377,Keetmanshoop,-26.5833,18.1333,48.27,74,0,5.48,NA,1655935735
378,Kismayo,-0.3582,42.5454,77.27,76,62,19.04,SO,1655935736
379,Shingū,33.7333,135.9833,76.39,82,0,1.81,JP,1655935736
380,Mayo,38.8876,-76.5119,79.11,84,100,11.5,US,1655935737
381,Potam,27.6,-110.3833,98.47,35,2,16.75,MX,1655935737
382,Bathurst,-33.4166,149.5806,39.43,94,25,1.7,AU,1655935646
383,Powell River,49.8496,-124.5361,69.01,56,21,10.6,CA,1655935738
384,Philadelphia,39.9523,-75.1638,69.21,86,100,9.22,US,1655935731
385,San Policarpo,12.1791,125.5072,81.05,79,100,5.28,PH,1655935715
386,Todos Santos,23.45,-110.2167,79.45,59,40,7.78,MX,1655935739
387,São José Da Coroa Grande,-8.8978,-35.1478,74.77,94,100,6.08,BR,1655935739
388,Couëron,47.2151,-1.7217,65.01,91,0,3.44,FR,1655935740
389,Léo,11.1,-2.1,75.31,77,45,2.8,BF,1655935740
390,Summerside,46.3959,-63.7876,66.47,69,16,13.38,CA,1655935648
391,Bonavista,48.6499,-53.1147,53.91,82,52,3.09,CA,1655935741
392,Moyale,3.5167,39.0584,68.58,69,100,10.29,KE,1655935742
393,Tautira,-17.7333,-149.15,79.0,76,10,12.28,PF,1655935743
394,Mayor Pablo Lagerenza,-19.9309,-60.7718,80.87,41,36,2.95,PY,1655935743
395,Cerro Punta,8.85,-82.5667,57.09,89,100,0.6,PA,1655935744
396,Lagoa,39.05,-27.9833,64.4,84,100,15.12,PT,1655935744
397,Kruisfontein,-34.0033,24.7314,57.88,61,99,5.91,ZA,1655935723
398,Irsha,55.9269,94.7911,56.35,77,49,0.72,RU,1655935745
399,Kenitra,34.261,-6.5802,66.96,74,0,2.71,MA,1655935746
400,Sisophon,13.5859,102.9737,76.91,89,100,3.6,KH,1655935746
401,Thinadhoo,0.5333,72.9333,83.48,70,94,6.31,MV,1655935747
402,Kutum,14.2,24.6667,84.63,16,92,13.24,SD,1655935747
403,Tessalit,20.1986,1.0114,97.36,11,87,9.33,ML,1655935505
404,Uruçuí,-7.2294,-44.5561,80.67,34,2,7.18,BR,1655935748
405,Guarapuava,-25.3953,-51.4581,59.27,95,0,4.12,BR,1655935749
406,Tymovskoye,50.8456,142.655,55.2,83,100,8.86,RU,1655935749
407,Biak,-0.9131,122.8766,75.2,87,100,5.21,ID,1655935750
408,Chulumani,-16.4096,-67.5263,63.48,89,96,2.73,BO,1655935750
409,Alofi,-19.0595,-169.9187,78.69,78,75,10.36,NU,1655935751
410,Vanimo,-2.6741,141.3028,78.31,85,33,4.7,PG,1655935751
411,Soc Trang,9.6033,105.98,78.39,87,100,0.92,VN,1655935752
412,Mehamn,71.0357,27.8492,40.95,93,20,8.05,NO,1655936713
413,Itamaraju,-17.0392,-39.5311,67.21,96,30,3.58,BR,1655936713
414,Mitchell,43.7094,-98.0298,88.11,31,0,4.61,US,1655936714
415,Floirac,44.8324,-0.5141,66.02,84,0,2.3,FR,1655936449
416,Laas,46.6166,10.7002,65.28,91,88,2.8,IT,1655936715
417,Kavaratti,10.5669,72.642,82.08,79,99,20.38,IN,1655936715
418,Taksimo,56.3444,114.8794,53.53,90,100,2.57,RU,1655936716
419,Warmbad,-28.45,18.7333,53.76,77,94,11.45,NA,1655936717
420,Bandarbeyla,9.4942,50.8122,76.75,84,90,30.33,SO,1655936717
421,Narón,43.5167,-8.1528,63.03,92,100,2.01,ES,1655936718
422,Russell,32.3502,-85.1999,100.11,23,0,10.36,US,1655936719
423,Werda,-25.2667,23.2833,51.48,60,72,5.23,BW,1655936720
424,Tarrafal,15.2833,-23.7667,77.79,89,84,9.84,CV,1655936720
425,Nærbø,58.6667,5.65,56.98,93,98,3.89,NO,1655936721
426,Semporna,4.4818,118.6112,78.84,83,76,2.35,MY,1655936722
427,Uyemskiy,64.4743,40.8524,41.05,100,20,0.0,RU,1655936723
428,Trincomalee,8.5711,81.2335,81.34,72,100,19.57,LK,1655936724
429,Dorado,18.4588,-66.2677,85.33,81,75,17.27,PR,1655936725
430,Ulaangom,49.9811,92.0667,63.01,57,8,0.13,MN,1655936725
431,Veverská Bítýška,49.2759,16.4369,68.81,65,100,3.0,CZ,1655936726
432,Coahuayana Viejo,18.7333,-103.6833,84.94,67,100,5.19,MX,1655936729
433,Slavyanka,42.8633,131.3847,57.54,99,100,7.76,RU,1655936729
434,Constanța,44.1833,28.65,65.08,58,3,8.86,RO,1655936730
435,Santiago,-33.4569,-70.6483,56.86,59,100,9.22,CL,1655936709
436,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,52.48,70,100,5.75,AR,1655936731
437,Rafai,4.95,23.9167,68.0,97,71,0.63,CF,1655936731
438,Beringovskiy,63.05,179.3167,47.8,80,100,10.6,RU,1655936732
439,Baft,29.234,56.6057,68.29,39,20,3.47,IR,1655936732
440,Araouane,18.9048,-3.5265,100.11,16,34,8.97,ML,1655936733
441,Krutinka,56.0055,71.5113,56.37,95,75,17.58,RU,1655936527
442,Husavik,66.0449,-17.3389,39.52,81,100,18.12,IS,1655936734
443,Berlevåg,70.8578,29.0864,41.0,85,100,6.89,NO,1655936734
444,Kangaatsiaq,68.3065,-53.4641,35.47,94,100,6.26,GL,1655936735
445,Kemijärvi,66.7131,27.4306,44.15,80,100,4.79,FI,1655936735
446,Quilmaná,-12.95,-76.3833,63.59,75,44,5.82,PE,1655936736
447,Coxim,-18.5067,-54.76,77.85,38,7,4.25,BR,1655936566
448,Marzuq,14.4,46.4667,84.67,28,92,5.84,YE,1655936737
449,Kochi,9.9399,76.2602,76.98,82,100,1.72,IN,1655936737
450,Pidhorodne,48.5753,35.1068,53.94,83,91,2.73,UA,1655936738
451,Emerald,-23.5333,148.1667,55.35,72,0,9.31,AU,1655936541
452,Cabedelo,-6.9811,-34.8339,72.27,85,100,6.69,BR,1655936738
453,Sindor,62.8629,51.8905,50.86,91,100,5.08,RU,1655936739
454,Bugiri,0.5714,33.7417,64.04,85,23,3.98,UG,1655936741
455,Kasongo-Lunda,-6.4667,16.8167,71.04,85,65,0.38,CD,1655936809
456,Mezen',65.8522,44.24,39.25,85,6,4.41,RU,1655936810
457,Peniche,39.3558,-9.3811,63.28,87,10,4.27,PT,1655936810
458,Davidson,36.1501,-86.7833,100.51,37,40,11.5,US,1655936623
459,Pīpri,19.8,75.5333,77.65,79,100,1.12,IN,1655936871
460,Calderitas,18.55,-88.25,87.91,66,20,5.75,MX,1655936872
461,Ustka,54.5805,16.8619,48.65,90,1,5.06,PL,1655936872
462,Shaunavon,49.6501,-108.4181,74.98,36,41,16.6,CA,1655936873
463,Zile,40.3031,35.8864,58.46,85,60,4.5,TR,1655936873
464,Parola,20.8833,75.1167,81.99,70,100,4.41,IN,1655936874
465,Maravilha,-26.7608,-53.1725,62.62,93,4,5.48,BR,1655936874
466,Northam,51.0333,-4.2167,62.38,83,0,2.8,GB,1655936875
467,Tomatlán,19.9333,-105.25,86.65,60,100,7.54,MX,1655936876
468,Hīt,33.6416,42.8251,85.95,30,0,9.08,IQ,1655936876
469,Warri,5.5167,5.75,72.68,98,99,3.42,NG,1655936877
470,Córdoba,-31.4135,-64.1811,44.24,79,0,6.91,AR,1655936877
471,Srīvardhan,18.0333,73.0167,76.37,94,100,2.98,IN,1655936878
472,Lensk,60.7253,114.9278,61.61,48,100,2.51,RU,1655936878
473,Sept-Îles,50.2001,-66.3821,57.06,90,100,16.11,CA,1655936716
474,Hare Bay,48.8499,-54.0148,67.35,80,94,6.64,CA,1655936879
475,Tommot,58.9564,126.2925,63.66,85,71,4.12,RU,1655936880
476,Ejura,7.3856,-1.3562,72.41,92,100,3.76,GH,1655936880
477,Clarksburg,39.2807,-80.3445,91.51,64,100,5.17,US,1655936696
478,Örnsköldsvik,63.2909,18.7153,52.3,95,88,7.14,SE,1655936881
479,Caniço,32.6333,-16.85,67.01,79,40,10.36,PT,1655936881
480,Plettenberg Bay,-34.0527,23.3716,63.1,62,100,6.17,ZA,1655936882
481,Waingapu,-9.6567,120.2641,76.32,76,16,14.05,ID,1655936883
482,Melilla,35.2937,-2.9383,71.98,56,20,8.05,ES,1655936884
483,Safranbolu,41.2508,32.6942,55.31,92,0,1.72,TR,1655936873
484,Narsaq,60.9167,-46.05,57.42,48,0,2.08,GL,1655936885
485,Barcelona,41.3888,2.159,76.78,86,0,5.75,ES,1655936885
486,Viedma,-40.8135,-62.9967,37.98,55,9,4.18,AR,1655936886
487,Mahajanga,-15.7167,46.3167,64.42,68,0,5.75,MG,1655936887
488,Bara,10.3744,10.7288,78.33,61,100,3.4,NG,1655936887
489,Ishigaki,24.3448,124.1572,84.33,89,1,6.91,JP,1655936888
490,Skibbereen,51.55,-9.2667,55.11,91,16,5.21,IE,1655936889
491,Vutcani,46.4667,27.9667,60.94,59,56,13.11,RO,1655936890
492,Bakchar,57.0186,82.0711,54.34,97,32,4.76,RU,1655936890
493,Vila Franca Do Campo,37.7167,-25.4333,65.19,82,69,10.54,PT,1655936891
494,Bafoulabé,13.8065,-10.8321,82.17,63,99,14.14,ML,1655936892
495,Balakhninskiy,58.0106,114.2769,53.71,94,98,2.1,RU,1655936893
496,Chumikan,54.7183,135.315,40.44,98,100,1.81,RU,1655936894
497,Sistranda,63.7256,8.834,53.56,88,100,26.6,NO,1655936894
498,Haines Junction,60.7522,-137.5108,58.95,72,100,6.91,CA,1655936895
499,Mergen,49.1833,125.2167,67.91,78,10,2.3,CN,1655936896
500,Nuuk,64.1835,-51.7216,39.81,87,75,8.05,GL,1655936897
501,Indramayu,-6.3264,108.32,78.3,82,91,7.31,ID,1655936761
502,Sabha,27.0377,14.4283,88.68,13,0,16.11,LY,1655936897
503,Pisco,-13.7,-76.2167,60.85,82,100,10.36,PE,1655936688
504,Yokadouma,3.5167,15.05,68.11,99,75,0.36,CM,1655936898
505,Sorong,-0.8833,131.25,78.85,83,52,7.63,ID,1655936900
506,College,64.8569,-147.8028,75.58,40,75,8.05,US,1655936900
507,Imeni Poliny Osipenko,52.4201,136.4853,61.66,95,100,3.96,RU,1655936961
508,Río Gallegos,-51.6226,-69.2181,35.65,80,0,23.02,AR,1655936962
509,Ibrā’,22.6906,58.5334,80.26,72,0,6.58,OM,1655936962
510,Muyinga Province,-2.8333,30.3333,57.42,62,39,3.69,BI,1655936963
511,Murchison,-41.8,172.3333,42.82,60,100,1.14,NZ,1655936963
512,Salina Cruz,16.1667,-95.2,82.98,71,100,10.07,MX,1655936835
513,Rønnede,55.2571,12.0212,53.29,91,100,5.46,DK,1655936964
514,Wuwei,37.9281,102.6414,65.19,48,0,4.5,CN,1655936964
515,Bridlington,54.0831,-0.1919,64.89,89,65,10.47,GB,1655936965
516,Whitianga,-36.8333,175.7,53.82,71,15,5.66,NZ,1655936965
517,Dhankutā,26.9833,87.3333,68.54,91,58,1.86,NP,1655936966
518,Miracema Do Tocantins,-9.5618,-48.3967,82.29,41,73,3.94,BR,1655936967
519,Guarapari,-20.6667,-40.4975,72.9,92,4,8.84,BR,1655936968
520,Honningsvåg,70.9821,25.9704,42.55,93,20,9.22,NO,1655936968
521,Nyurba,63.2842,118.3319,66.42,56,35,4.07,RU,1655936969
522,Klyuchi,52.2667,79.1667,66.34,47,2,8.34,RU,1655936969
523,Lyngseidet,69.5763,20.2189,46.4,72,100,13.35,NO,1655936970
524,Kodinsk,58.6881,99.1844,57.38,61,100,2.8,RU,1655936970
525,Bolobo,-2.1667,16.2333,72.59,84,64,1.43,CD,1655936971
526,Igarka,67.4667,86.5833,67.41,50,2,6.89,RU,1655936972
527,Pala,9.3642,14.9046,77.92,71,20,4.52,TD,1655936972
528,Coron,11.9986,120.2043,77.88,89,100,4.72,PH,1655936973
529,Zhaotong,27.3167,103.7167,64.11,97,100,1.95,CN,1655936973
530,Karratha,-20.7377,116.8463,69.22,36,0,11.45,AU,1655936974
531,Uauá,-9.8414,-39.4817,77.49,50,43,13.02,BR,1655936974
532,Andenes,69.3143,16.1194,49.98,76,75,4.61,NO,1655936975
533,Oussouye,12.485,-16.5469,84.38,80,92,8.52,SN,1655936975
534,Ostrovnoy,68.0531,39.5131,52.66,76,100,13.22,RU,1655936980
535,Kysyl-Syr,63.8986,122.7617,67.21,60,67,4.99,RU,1655936981
536,Xinzhi,36.4989,111.7047,73.98,84,31,0.27,CN,1655936981
537,Tirunelveli,8.7333,77.7,81.1,66,99,10.16,IN,1655936982
538,Aksha,50.2814,113.2867,57.42,75,42,6.8,RU,1655936983
539,Lerwick,60.1545,-1.1494,51.8,95,100,24.07,GB,1655936983
540,San Patricio,28.017,-97.5169,95.18,39,4,15.12,US,1655936984
541,Vilyuysk,63.7553,121.6247,67.35,60,84,3.89,RU,1655936984
542,Yārāda,17.65,83.2667,80.92,94,40,3.44,IN,1655936985
